"﻿n","meaning","cognate_id","cognate_sources","language","lexeme","lexeme_sources"
6433,"foot","225","28","Old_Persian","pāda","28"
6434,"foot","225","28","Oscan","pedú","28"
6435,"foot","225","28","Umbrian","peři","28"
6436,"foot","225","28","Luvian","patās","47"
6437,"foot","402","1","Albanian_C","KEMB","1"
6438,"foot","402","1","Albanian_K","KEMBE","1"
6439,"foot","402","1","Albanian_Top","KEMBE","1"
6440,"foot","1007","1","Breton_List","TROAD","1"
6441,"foot","1007","1","Breton_SE","TROED","1"
6442,"foot","1007","1","Breton_ST","trwa:t","1, 125"
6443,"foot","1007","1","Welsh_C","TROED","1"
6444,"foot","1007","1","Welsh_N","trɔid","1, 113"
6445,"foot","1007","56","Cornish","tru:z","31, 42"
6446,"foot","1007","1","Irish_A","TROIGH","1"
6447,"foot","1007","56","Old_Irish","traig","28"
6448,"foot","1135","1","Bulgarian","KRAK","1"
6449,"foot","1227","1","Byelorussian","STAPA","1"
6450,"foot","1227","1","Polish","ˈstɔpa","1, 107"
6451,"foot","1227","1","Slovenian","STAPOLU","1"
6452,"foot","1227","56","Old_Church_Slavonic","стопа","44"
6453,"foot","1227","110","Bulgarian","stɤˈpalo","110"
6454,"foot","1252","1","Czech","noɦa","1, 110"
6455,"foot","1252","1","Czech_E","NOHA","1"
6456,"foot","1252","1","Lusatian_L","NOGA","1"
6457,"foot","1252","1","Lusatian_U","NOHA","1"
6458,"foot","1252","1","Macedonian","NOGA","1"
6459,"foot","1252","1","Russian","no'ga","1, 92, 56"
6460,"foot","1252","1","Serbocroatian","NOGA","1"
6461,"foot","1252","1","Slovak","NOHA","1"
6462,"foot","1252","1","Ukrainian","NOGA, OSNOVA","1"
6463,"foot","1252","56","Old_Church_Slavonic","noga","28"
6464,"foot","1252","56","Old_Prussian","nage","28"
6465,"foot","1856","1","Latvian","KAJA","1"
6466,"foot","1856","1","Lithuanian_ST","KOJA","1"
6467,"foot","2789","47","Irish_A","COS","1"
6468,"foot","2789","47","Scots_Gaelic","kas","61, 113"
6469,"foot","3163","48","Sindhi","charanu","38"
6470,"foot","3163","48","Kashmiri","KHOR","1, 69"
6471,"foot","3217","56","Iron_Ossetic","k'aχ","122"
6472,"foot","3217","56","Digor_Ossetic","k'aχ","122"
6481,"four","3196","56","Iron_Ossetic","syppar","122"
6482,"four","3196","56","Digor_Ossetic","cuppar","122"
6483,"four","3309","28","Hittite","meyawes","28"
6484,"four","3309","28","Luvian","māwinzi","28"
6485,"freeze","44","1","Afghan","CALOR","1"
6486,"freeze","44","1","Albanian_C","KATR","1"
6487,"freeze","44","1","Albanian_G","KATER","1"
6488,"freeze","44","1","Albanian_K","KATRE","1"
6489,"freeze","44","1","Albanian_Top","KATER","1"
6490,"freeze","44","1","Armenian_List","CHORSE","1"
6491,"freeze","44","1","Armenian_Mod","ʧʰoɾs","1, 106"
6492,"freeze","44","1","Baluchi","CHIAR","1"
6493,"freeze","44","1","Bengali","CAR","1"
6494,"freeze","44","1","Breton_List","PEVAR (M), PEDER (F)","1"
6495,"freeze","44","1","Breton_SE","PEAR (M.), PEDER (F.)","1"
6496,"freeze","44","1","Breton_ST","'pɛ:var, 'pe:dɛr","1, 125"
6497,"freeze","44","1","Bulgarian","ˈt͡ʃɛtiri","1, 110"
6498,"freeze","44","1","Byelorussian","CATYRY","1"
6499,"freeze","44","1","Catalan","'kwatɾə","1, 89"
6500,"freeze","44","1","Czech","tʂtɪr̝ɪ","1, 110"
6501,"freeze","44","1","Czech_E","STIRI","1"
6502,"freeze","44","1","Danish","'fi:ʌ","1, 97"
6503,"freeze","44","1","Dutch_List","vir","1, 95"
6504,"freeze","44","1","English_ST","fɔ: ","1, 94"
6505,"freeze","44","1","Faroese","ˈfʊiɹa","1"
6506,"freeze","44","1","Flemish","VIER","1"
6507,"freeze","44","1","French","katʀ","1, 91"
6508,"freeze","44","1","Frisian","'fjo.uər","1, 124"
6509,"freeze","44","1","German_ST","fi:ɐ̯","1, 96"
6510,"freeze","44","1","Greek_ML","TESSERA","1"
6511,"freeze","44","1","Greek_Mod","ˈte̞se̞ˌra","1, 111"
6512,"freeze","44","1","Gujarati","CAR","1"
6513,"freeze","44","1","Romani","ISTAR","1"
6514,"freeze","44","1","Hindi","CAR","1"
6515,"freeze","44","1","Icelandic_ST","FJORIR","1"
6516,"freeze","44","1","Irish_A","CEATHAIR","1"
6517,"freeze","44","1","Italian","'kwattro","1, 90"
6518,"freeze","44","1","Kashmiri","TSOR","1"
6519,"freeze","44","1","Ladin","QUATTER","1"
6520,"freeze","44","1","Lahnda","CAR","1"
6521,"freeze","44","1","Latvian","CETRI","1"
6522,"freeze","44","1","Lithuanian_ST","KETURI","1"
6523,"freeze","44","1","Lusatian_L","STYRI","1"
6524,"freeze","44","1","Lusatian_U","STYRI","1"
6525,"freeze","44","1","Macedonian","CETIRI","1"
6526,"freeze","44","1","Marathi","tʃaɾ","1, 98"
6527,"freeze","44","1","Nepali_List","tʃar","1, 102"
6528,"freeze","44","1","Persian_List","CHAHAR (CHAR)","1"
6529,"freeze","44","1","Polish","ˈʧtɛrɨ","1, 107"
6530,"freeze","44","1","Portuguese_ST","ˈkuatɾu","1, 108"
6531,"freeze","44","1","Provencal","ˈkatre","1, 89"
6532,"freeze","44","1","Riksmal","FIRE","1"
6533,"freeze","44","1","Romanian_List","'patru","1, 112"
6534,"freeze","44","1","Russian","tʃe'tɨrʲe","1, 92, 56"
6535,"freeze","44","1","Sardinian_C","KWATTRU","1"
6536,"freeze","44","1","Sardinian_L","BATTORO","1"
6537,"freeze","44","1","Sardinian_N","BATTORO","1"
6538,"freeze","44","1","Serbocroatian","CETIRI","1"
6539,"freeze","44","1","Singhalese","hatəɾʰə","1, 100"
6540,"freeze","44","1","Slovak","STYRI","1"
6541,"freeze","44","1","Slovenian","STJRI","1"
6542,"freeze","44","1","Spanish","'kwatɾo","1, 120"
6543,"freeze","44","1","Swedish_List","ˈfyːra","1"
6544,"freeze","44","1","Swedish_Up","FYRA","1"
6545,"freeze","44","1","Swedish_VL","FYRA","1"
6546,"freeze","44","1","Tadzik","COR","1"
6547,"freeze","44","1","Ukrainian","COTYRY","1"
6548,"freeze","44","1","Vlach","PATRU","1"
6549,"freeze","44","1","Wakhi","TSEBUR, SUBUR","1"
6550,"freeze","44","1","Walloon","CWATE, QWATE","1"
6551,"freeze","44","1","Waziri","TSALOR, TSALWOR, TSALWER","1"
6552,"freeze","44","1","Welsh_C","PEDWAR","1"
6553,"freeze","44","1","Welsh_N","PEDWAR","1"
6554,"freeze","44","65","Scots_Gaelic","ceithir","61"
6555,"freeze","44","65","Tocharian_A","śtwar","28"
6556,"freeze","44","65","Tocharian_B","śtwer","28"
6557,"freeze","44","56","Latin","ˈkʷat.tu.or","17, 28, 27, 123"
6558,"freeze","44","56","Gothic","fidwōr","28"
6559,"freeze","44","56","Luxembourgish","véier",""
6560,"freeze","44","56","Old_Norse","fjórir","4, 28"
6561,"freeze","44","56","Old_English","fēower","28"
6562,"freeze","44","56","Old_Prussian","kettwirts","28"
6563,"freeze","44","56","Old_Church_Slavonic","četyre","44, 28"
6564,"freeze","44","56","Vedic_Sanskrit","catvá̄ras","28"
6565,"freeze","44","56","Sindhi","čāre","30"
6566,"freeze","44","56","Urdu","ʧɑɾ","62"
6567,"freeze","44","56","Marwari","ch(i)yār","11"
6568,"freeze","44","56","Bihari","cəir","29"
6569,"freeze","44","56","Oriya","cari","24, 23"
6570,"freeze","44","56","Assamese","sāri","24"
6571,"freeze","44","50","Cornish","padʒər","31, 42"
6572,"freeze","44","66","Ancient_Greek","tétːares","32, 118"
6573,"freeze","44","56","Romansh","quatter","89"
6574,"freeze","44","56","Friulian","cuatri","88"
6575,"freeze","44","56","Old_High_German","fior","28"
6576,"freeze","44","56","Old_Irish","cethair","28"
6577,"freeze","44","28","Avestan","čaθβārō","28"
6578,"freeze","44","28","Classical_Armenian","čʰorkʰ","28"
6579,"freeze","44","28","Oscan","pettiur","28"
6580,"freeze","44","28","Umbrian","petur-","28"
6581,"freeze","45","1","Afghan","JAX KEDEL","1"
6582,"freeze","45","1","Persian_List","YAKH BASTAN","1"
6583,"freeze","45","1","Tadzik","JAX KARDAN, JAX BASTAN","1"
6584,"freeze","45","1","Wakhi","YIS WOTS-, YIS TSER-","1"
6585,"freeze","226","1","Danish","'fʁy:sə","1, 97"
6586,"freeze","226","1","Dutch_List","'vrizə(n)","1, 95"
6587,"freeze","226","1","English_ST","fri:z ","1, 94"
6588,"freeze","226","1","Faroese","FRYSTA","1"
6589,"freeze","226","1","Flemish","BEVRIEZEN","1"
6590,"freeze","226","1","Frisian","FRIEZE","1"
6591,"freeze","226","1","German_ST","'fri:rən","1, 96"
6592,"freeze","226","1","Icelandic_ST","ˈfrjouːsa","1"
6593,"freeze","226","1","Riksmal","FRYSE","1"
6594,"freeze","226","1","Swedish_List","'fry:sa","1, 121"
6595,"freeze","226","1","Swedish_Up","FRYSA","1"
6596,"freeze","226","1","Swedish_VL","FRYS","1"
6597,"freeze","226","48","Old_English","frīest","28"
6598,"freeze","226","48","Old_Norse","frjósa","4"
6599,"freeze","226","48","Luxembourgish","fréieren",""
6600,"freeze","226","48","Gothic","*friusiþ","28"
6601,"freeze","226","50","Cornish","rewi","42, 34"
6602,"freeze","226","50","Breton_ST","'rɛ:vĩ","1, 125"
6603,"freeze","226","50","Breton_SE","REUEIN","1"
6604,"freeze","226","50","Breton_List","REVI, RIVA","1"
6605,"freeze","226","50","Welsh_C","RHEWI","1"
6606,"freeze","226","50","Welsh_N","RHEWI","1"
6607,"freeze","226","50","Irish_A","REODHADH","1"
6608,"freeze","226","50","Scots_Gaelic","reòdh","61"
6609,"freeze","226","56","Old_High_German","friusit","28"
6610,"freeze","403","1","Albanian_G","MERDHIF","1"
6611,"freeze","403","1","Bulgarian","zɐˈmrɤ̞zvɐm","1, 110"
6612,"freeze","403","1","Byelorussian","ZJAMARATYVAC'","1"
6613,"freeze","403","1","Czech","zamr̩znoʊ̯t","1, 110"
6614,"freeze","403","1","Czech_E","ZMRZNUT","1"
6615,"freeze","403","1","Lusatian_L","MARZNUS","1"
6616,"freeze","403","1","Lusatian_U","MJERZNYC","1"
6617,"freeze","403","1","Macedonian","MRAZI/MRZNE","1"
6618,"freeze","403","1","Polish","ZAMARZAC","1"
6619,"freeze","403","1","Russian","zamʲer'zatʲ","1, 92, 56"
6620,"freeze","403","1","Slovak","MRZNUT","1"
6621,"freeze","403","1","Slovenian","ZMRZNE","1"
6622,"freeze","403","1","Ukrainian","MERZNUTY","1"
6623,"freeze","403","48","Old_Church_Slavonic","mrŭznetŭ","44, 28"
6624,"freeze","560","1","Albanian_Top","GRIN, AOR. GRIVA","1"
6625,"freeze","592","1","Armenian_List","SARIL","1"
6626,"freeze","592","1","Armenian_Mod","sɑrˈʧʰɛl","1, 106"
6627,"freeze","592","56","Classical_Armenian","saṙi","28"
6628,"freeze","777","1","Bengali","JOMAT","1"
6629,"freeze","777","1","Hindi","JEMNA","1"
6630,"freeze","777","1","Lahnda","JEMMEN","1"
6631,"freeze","777","1","Nepali_List","JAMNU","1"
6632,"freeze","777","1","Gujarati","JHAMEWU, JHAMI JEWU","1"
6633,"freeze","777","48","Bihari","jəməb","29"
6634,"freeze","777","48","Urdu","ʤəmnə","62"
6635,"freeze","881","1","Catalan","ʒə'la      ","1, 116"
6636,"freeze","881","1","French","ʒəle","1, 91"
6637,"freeze","881","1","Italian","dʒe'lare","1, 90"
6638,"freeze","881","1","Ladin","DSCHLER","1"
6639,"freeze","881","1","Portuguese_ST","ʒɨˈlaɾ","1, 108"
6640,"freeze","881","1","Provencal","GELA, JALA","1"
6641,"freeze","881","1","Romanian_List","a îngheța","1"
6642,"freeze","881","1","Sardinian_C","GELAI","1"
6643,"freeze","881","1","Sardinian_L","GHELARE","1"
6644,"freeze","881","1","Spanish","e'laɾ","1, 120"
6645,"freeze","881","1","Walloon","DJALER","1"
6646,"freeze","881","56","Latin","gelāre","17, 28, 27"
6647,"freeze","881","56","Romansh","schelar","89"
6648,"freeze","1857","1","Latvian","SALT","1"
6649,"freeze","1857","1","Lithuanian_ST","SALDYTI","1"
6650,"freeze","2667","48","Ancient_Greek","πηγνῦναι","32"
6651,"freeze","2667","66","Greek_Mod","paˈɣo̞no̞","1, 111"
6652,"freeze","2667","66","Greek_ML","PAGONO","1"
6653,"freeze","2668","48","Vedic_Sanskrit","sthagayati","41, 70"
6654,"freeze","2669","48","Vedic_Sanskrit","ghaniibhavati","41, 5"
6655,"freeze","3170","56","Friulian","glaçâ","88"
6656,"freeze","3170","56","Vlach","EGLICE","1"
6657,"freeze","3227","56","Iron_Ossetic","šɐl-","122"
6658,"freeze","3227","56","Digor_Ossetic","sɐl-","122"
6677,"fruit","46","1","Afghan","MEVA","1"
6678,"fruit","46","1","Baluchi","MEWA, BAR","1"
6679,"fruit","46","1","Persian_List","miːve, mejve","1, 114"
6680,"fruit","46","1","Tadzik","mevæ","1, 114"
6681,"fruit","46","1","Wakhi","MIWA","1"
6682,"fruit","46","1","Waziri","MEWA","1"
6683,"fruit","227","1","Danish","fʁɔg̥d̥ʰ","1, 97"
6684,"fruit","227","1","Dutch_List","vrʏχt","1, 95"
6685,"fruit","227","1","Flemish","VRUCHT","1"
6686,"fruit","227","1","Frisian","frøxt","1, 124"
6687,"fruit","227","1","German_ST","fruxt","1, 96"
6688,"fruit","227","1","Swedish_List","frɵkt","1, 121"
6689,"fruit","227","1","Swedish_Up","FRUKT","1"
6690,"fruit","227","1","Swedish_VL","FRUKT","1"
6691,"fruit","227","1","English_ST","fru:t ","1, 94"
6692,"fruit","227","1","Catalan","fru'i, 'fruijt","1, 116, 116"
6693,"fruit","227","1","Portuguese_ST","ˈfɾutɐ, ˈfɾutu","1, 108"
6694,"fruit","227","48","Spanish","'fɾuta","1, 120"
6695,"fruit","227","48","Sardinian_C","FRUTTA","1"
6696,"fruit","227","48","Cornish","froeth","42, 34"
6697,"fruit","227","48","Sardinian_L","FRUTTU","1"
6698,"fruit","227","48","Sardinian_N","FRUTTORA","1"
6699,"fruit","227","48","Walloon","FRUT, FRUT'","1"
6700,"fruit","227","48","French","fʀɥi","1, 91"
6701,"fruit","227","48","Provencal","FRU, FRUCHO","1"
6702,"fruit","227","48","Ladin","FRUT","1"
6703,"fruit","227","48","Italian","'frutto","1, 90"
6704,"fruit","227","48","Romanian_List","fruct","1"
6705,"fruit","227","47","Breton_ST","'frwe:s","1, 125"
6706,"fruit","227","47","Breton_SE","FREH","1"
6707,"fruit","227","47","Breton_List","FROUEZ","1"
6708,"fruit","227","47","Welsh_C","FFRWYTH","1"
6709,"fruit","227","47","Welsh_N","FFRWYTH","1"
6710,"fruit","227","48","Albanian_K","FRUTO","1"
6711,"fruit","227","48","Albanian_Top","FRUTA (PL.)","1"
6712,"fruit","227","47","Greek_Mod","ˈfruto̞","1, 111"
6713,"fruit","227","47","Greek_ML","FROUTO","1"
6714,"fruit","227","47","Luxembourgish","Fruucht",""
6715,"fruit","227","56","Romansh","fritg","89"
6716,"fruit","404","1","Albanian_G","PEMA","1"
6717,"fruit","778","1","Bengali","pʰɔl, fɔl","1, 114"
6718,"fruit","778","1","Gujarati","pʰəɭ","1, 104"
6719,"fruit","778","1","Hindi","pʰəl","1, 114"
6720,"fruit","778","1","Kashmiri","PHAL","1"
6721,"fruit","778","1","Lahnda","PHEL","1"
6722,"fruit","778","1","Marathi","pʰəɭ","1, 98"
6723,"fruit","778","1","Nepali_List","PHAL","1"
6724,"fruit","778","1","Singhalese","PALATURU, PHALA","1"
6725,"fruit","778","48","Vedic_Sanskrit","phálam","41"
6726,"fruit","778","48","Assamese","phɒl","24"
6727,"fruit","778","48","Oriya","phɔḷɔ","24, 23"
6728,"fruit","778","48","Bihari","phal","29"
6729,"fruit","778","48","Marwari","faḷ","36"
6730,"fruit","778","48","Urdu","pʰəl","62"
6731,"fruit","778","48","Sindhi","sa-phalō","30"
6732,"fruit","1136","1","Czech","OVOCE","1"
6733,"fruit","1136","1","Czech_E","OVOCE","1"
6734,"fruit","1136","1","Polish","ˈɔvɔʦ","1, 107"
6735,"fruit","1136","1","Serbocroatian","VOCE","1"
6736,"fruit","1136","1","Slovak","OVOCIE","1"
6737,"fruit","1136","1","Ukrainian","OVOC","1"
6738,"fruit","1136","1","Old_Church_Slavonic","ovoštĭ","44, 28"
6739,"fruit","1136","47","Old_English","ofett","28"
6740,"fruit","1136","45","Macedonian","ˈɔvɔʃjɛ","45"
6741,"fruit","1136","28","Old_High_German","obaz","28"
6742,"fruit","1708","1","Irish_A","TORADH","1"
6743,"fruit","1708","48","Scots_Gaelic","toradh","61"
6744,"fruit","1708","56","Old_Irish","torad","28"
6745,"fruit","1900","1","Lithuanian_ST","VAISIUS","1"
6746,"fruit","1900","47","Old_Prussian","wēisin","33"
6747,"fruit","2653","48","Tocharian_A","oko","28"
6748,"fruit","2653","48","Tocharian_B","oko","28"
6749,"fruit","2653","48","Gothic","akran","28"
6750,"fruit","2654","66","Ancient_Greek","karpós","32, 118"
6751,"fruit","2655","48","Ukrainian","PLID","1"
6752,"fruit","2655","48","Bulgarian","plɔt","1, 110"
6753,"fruit","2655","48","Russian","plod","1, 92, 56"
6754,"fruit","2655","48","Byelorussian","PLOD","1"
6755,"fruit","2655","48","Macedonian","PLOD","1"
6756,"fruit","2655","99","Czech","plot","110"
6757,"fruit","2656","48","Macedonian","EMIS","1"
6758,"fruit","2656","48","Romani","EMISA","1"
6759,"fruit","2657","47","Latvian","AUGLIS","1"
6760,"fruit","2658","47","Latin","pomum","17, 28"
6761,"fruit","2658","47","Vlach","POMU","1"
6762,"fruit","2658","56","Friulian","pome","88"
6763,"fruit","3274","56","Iron_Ossetic","dyrʁ","122"
6776,"full","2235","58","Ancient_Greek","πλήρης","32"
6777,"full","2235","47","Vedic_Sanskrit","pūrṇás","28"
6778,"full","2235","69","Sindhi","pūrō","30"
6779,"full","2235","56","Old_Church_Slavonic","isplŭnŭ","44, 28"
6780,"full","2235","58","Old_Prussian","pilnan","28"
6781,"full","2235","56","Latvian","pil ̃ns","28"
6782,"full","2235","47","Latin","plenus","17, 28"
6783,"full","2235","47","Gothic","fulls","28"
6784,"full","2235","56","Old_Norse","fullr","4, 28"
6785,"full","2235","56","Old_English","full","28"
6786,"full","2235","69","Oriya","purṇṇɔ","23"
6787,"full","2235","47","Cornish","leun","42"
6788,"full","2235","47","Scots_Gaelic","lɑːn","61, 113"
6789,"full","2235","47","Urdu","puɾə","62"
6790,"full","2235","47","Italian","'pjɛno","47, 90"
6791,"full","2235","69","Nepali_List","purna","69"
6792,"full","2235","69","Bengali","purā","69"
6793,"full","2235","69","Lahnda","pūrā","69"
6794,"full","2235","79","Armenian_Mod","li, ˈlikʰə","28, 79, 106"
6795,"full","2235","47","Romanian_List","plin","47, 112"
6796,"full","2235","47","French","plɛ̃","47, 91"
6797,"full","2235","47","Luxembourgish","foll",""
6798,"full","2235","47","Spanish","'ʎeno","47, 120"
6799,"full","2235","47","Lithuanian_ST","pilnas","47"
6800,"full","2235","48","Polish","ˈpɛwnɨ","47, 107"
6801,"full","2235","48","Czech","pl̩niː","47, 110"
6802,"full","2235","48","Russian","'polnɨj","47, 56"
6803,"full","2235","70","Albanian_G","PL'OT","70"
6804,"full","2235","70","Breton_ST","lœ̃:n ","70, 125"
6805,"full","2235","70","German_ST","fɔl","48, 96"
6806,"full","2235","56","Romansh","plain","89"
6807,"full","2235","56","Friulian","plen","88"
6808,"full","2235","","Riksmal","fʉl",""
6809,"full","2235","","Swedish_List","fɵl",""
6811,"full","2235","114","Tadzik","pur","114"
6812,"full","2235","56","Avestan","pərənō","28"
6813,"full","2235","56","Old_High_German","fol","28"
6814,"full","2235","56","Old_Irish","lán","28"
6815,"full","2235","28","Umbrian","plener","28"
6816,"full","2235","56","Classical_Armenian","li","28"
6817,"full","2235","56","Kurdish","pirr","64"
6818,"full","2235","47","English_ST","full","47"
6819,"full","2235","47","Dutch_List","vol","47"
6820,"full","2280","68","Hittite","suus","28"
6821,"full","2282","69","Nepali_List","bhari","69"
6822,"full","2282","69","Hindi","bhar","69"
6823,"full","2282","56","Assamese","bhɒra","24"
6824,"full","2282","56","Oriya","bhɔrti","24"
6825,"full","2282","56","Bihari","bhərəl","29"
6831,"give","228","1","Danish","g̥i","1, 97"
6832,"give","228","1","Dutch_List","'ɣevə(n)","1, 95"
6833,"give","228","1","English_ST","gɪv ","1, 94"
6834,"give","228","1","Faroese","GEVA","1"
6835,"give","228","1","Flemish","GEVEN","1"
6836,"give","228","1","German_ST","'ge:bn̩","1, 96"
6837,"give","228","1","Icelandic_ST","ˈcɛːva","1"
6838,"give","228","1","Riksmal","GI","1"
6839,"give","228","1","Swedish_List","je:","1, 121"
6840,"give","228","1","Swedish_Up","GE, GIVA","1"
6841,"give","228","1","Swedish_VL","JE","1"
6842,"give","228","47","Gothic","gibiþ","28"
6843,"give","228","47","Old_Norse","gefa","4, 28"
6844,"give","228","47","Luxembourgish","gin",""
6845,"give","228","47","Old_English","gifþ","28"
6846,"give","228","56","Old_High_German","gibit","28"
6847,"give","405","1","Albanian_C","JAP","1"
6848,"give","405","1","Albanian_G","AP (DHAN, DHAN = INF.)","1"
6849,"give","405","1","Albanian_K","JAP (AOR. DHASE, PPLE. DHENE)","1"
6850,"give","405","1","Albanian_Top","JAP, AOR. DHASE","1"
6851,"give","405","1","Armenian_List","DAL","1"
6852,"give","405","1","Armenian_Mod","tɑl","1, 106"
6853,"give","405","1","Baluchi","DEAGH, DATHA","1"
6854,"give","405","1","Bengali","DEOA","1"
6855,"give","405","1","Bulgarian","ˈdavɐm","1, 110"
6856,"give","405","1","Byelorussian","DAVAC'","1"
6857,"give","405","1","Catalan","du'na","1, 116, 116"
6858,"give","405","1","Czech","daːvat","1, 110"
6859,"give","405","1","Czech_E","DAT","1"
6860,"give","405","1","French","dɔne","1, 91"
6861,"give","405","1","Greek_ML","DINO","1"
6862,"give","405","1","Greek_Mod","ˈðino̞","1, 111"
6863,"give","405","1","Romani","DAV","1"
6864,"give","405","1","Hindi","d̪ena","1, 114"
6865,"give","405","1","Italian","'dare","1, 90"
6866,"give","405","1","Kashmiri","DYUNU","1"
